"V1","RHOA (387)","SYNE1 (23345)","PRSS57 (400668)","FOXP1 (27086)","KIF20B (9585)","OR6C1 (390321)","KLHDC7A (127707)","SORCS3 (22986)","RPS6KA4 (8986)","NEFM (4741)","MET (4233)","SMAD2 (4087)","ZNF732 (654254)","ASTN1 (460)","RASA1 (5921)","ACTR10 (55860)","CEBPA (1050)","BCL2L11 (10018)","TSC2 (7249)","PCDHA12 (56137)","SCAF4 (57466)","TGFBR2 (7048)","CSMD2 (114784)","MB21D2 (151963)","ATM (472)","RAF1 (5894)","USF3 (205717)","BCL2 (596)","FBXW7 (55294)","CLK3 (1198)","TRAT1 (50852)","ZC3H4 (23211)","UGT3A2 (167127)","SPTA1 (6708)","AR (367)","CUEDC2 (79004)","ASXL3 (80816)","SETD2 (29072)","KDM6A (7403)","ZBED2 (79413)","NDUFS1 (4719)","LBR (3930)","OR4M1 (441670)","POT1 (25913)","JAK2 (3717)","SMARCD1 (6602)","NWD1 (284434)","MUC16 (94025)","KCNQ5 (56479)","CHEK2 (11200)","PDCD6IP (10015)","ABCA1 (19)","BRCA2 (675)","TP53 (7157)","HEXD (284004)","FBXL4 (26235)","PRKAG1 (5571)","UPF2 (26019)","DNMT3A (1788)","DHX15 (1665)","ARID1B (57492)","DSC3 (1825)","MYOCD (93649)","H3-3A (3020)","ZIM3 (114026)","CNOT3 (4849)","EBF2 (64641)","CHI3L2 (1117)","KCNA4 (3739)","SYT13 (57586)","SPOCK3 (50859)","RICTOR (253260)","SPOP (8405)","ZNF7 (7553)","FAM83B (222584)","RXRA (6256)","MAP3K4 (4216)","PIM1 (5292)","ABCC9 (10060)","SH3RF2 (153769)","NQO1 (1728)","RNF152 (220441)","CIC (23152)","RALB (5899)","ACACB (32)","LOXHD1 (125336)","BCL6 (604)","OR8D1 (283159)","PPP1R3A (5506)","DMXL2 (23312)","OR2A5 (393046)","MYO7B (4648)","U2AF1 (7307)","SACS (26278)","DST (667)","PIK3CD (5293)","PBRM1 (55193)","DNAJA4 (55466)","CDK4 (1019)","AMOT (154796)","H3C2 (8358)","ZSCAN20 (7579)","CHD4 (1108)","CNOT9 (9125)","NPAP1 (23742)","OR1N2 (138882)","ZNF615 (284370)","IRF3 (3661)","OR4A15 (81328)","ATRX (546)","MLLT10 (8028)","FGFR1 (2260)","LYST (1130)","KMT2D (8085)","PDSS1 (23590)","CARD11 (84433)","ERCC3 (2071)","GPR107 (57720)","FMN2 (56776)","FLACC1 (130540)","RAD50 (10111)","NFATC2 (4773)","TGFB1 (7040)","NLRP4 (147945)","ZHX3 (23051)","SRCIN1 (80725)","SF3B1 (23451)","PTP4A3 (11156)","HFM1 (164045)","ACVR1B (91)","ZNF180 (7733)","MLH1 (4292)","DENND4C (55667)","HCRTR2 (3062)","RTKN2 (219790)","DICER1 (23405)","EPHB1 (2047)","DCAF12L2 (340578)","ZDBF2 (57683)","IDH1 (3417)","CNTNAP2 (26047)","ALK (238)","ZNF534 (147658)","SOX30 (11063)","FGFR3 (2261)","SLCO6A1 (133482)","NFE2L2 (4780)","ZNF140 (7699)","FAM174C (55009)","MYCN (4613)"
"ACH-002202",0.849,0.9307,1.0687,0.8849,0.7238,1.146,1.0473,1.0782,1.2207,0.7024,1.0969,0.7227,0.6983,1.801,0.9694,1.0666,7.6636,0.8648,1.0315,0.9694,0.7226,0.849,0.7077,1.0515,1.2207,0.874,1.0298,0.7227,0.7335,1.0207,1.0298,1.0546,1.5006,1.5374,0.6247,1.0782,1.407,0.849,0.6247,1.0298,0.7366,1.4761,1.0666,1.0969,1.0889,1.146,1.0593,1.048,0.9307,0.7957,0.849,1.0039,0.7335,0.8194,1.0264,0.9307,1.146,2.1396,0.7368,0.7282,0.9307,1.407,0.8194,1.4761,1.0682,1.0546,0.7024,1.0897,1.2207,1.2207,0.7335,1.5006,1.0264,1.0596,0.9923,1.0039,0.9307,0.9923,0.77,0.9694,1.205,0.7227,1.0546,0.7557,1.146,0.7227,1.0515,1.2207,1.0969,1.0207,1.0969,0.7557,0.7226,0.7335,0.9923,0.9859,0.8401,1.0207,1.146,0.6247,1.2363,0.7077,0.77,0.7366,1.0207,1.0039,1.0546,1.0546,1.2207,0.6247,2.1396,0.7024,2.2093,1.146,2.1396,1.0969,0.7557,1.0039,2.0037,0.7424,0.9694,0.9573,1.0546,1.0682,0.9573,1.0264,0.7424,1.0596,1.0897,1.146,1.0546,0.849,1.0889,0.9923,0.7288,1.0788,1.0515,0.6247,0.7366,0.7366,1.0969,0.7368,1.0546,0.9694,0.6983,0.9694,0.7424,1.1682,1.048,0.7368
"ACH-000135",0.9886,0.9137,1.0089,0.9886,0.9923,0.9921,0.9958,0.9923,1.0348,1.1875,0.9958,0.9818,0.9753,0.9958,1.0436,0.9848,1.0089,0.9834,0.9913,1.046,1.0576,0.9886,0.9958,0.9873,1.0348,0.9777,0.9886,0.9818,0.9852,0.9917,0.9886,1.0089,1.0436,0.9958,0.5051,0.9923,0.9818,0.9886,0.5051,0.9886,0.9834,0.9958,0.9893,0.9958,0.9868,0.9921,1.0089,1.0089,0.9137,0.8837,0.9886,0.9868,0.9833,0.9924,0.9831,0.9137,0.9921,0.9923,0.9834,0.9585,0.9137,0.9818,0.9924,0.9958,1.0089,1.0089,1.1875,0.9958,1.0348,1.0348,0.9852,1.0436,0.9831,1.1875,1.0711,0.9868,0.9137,1.0711,0.9921,1.046,0.9913,0.9818,1.0089,0.9834,0.9921,0.9818,0.9873,1.0348,0.9958,0.9917,0.9958,0.9834,1.0576,0.9833,1.0711,0.9885,0.9886,0.9917,0.9921,0.5051,1.0771,0.9958,0.9921,0.9834,1.0003,0.9868,1.0089,1.0089,1.0348,0.5051,0.9923,1.1875,0.9958,0.9921,0.9923,0.9958,0.9834,0.9868,0.9958,0.9834,1.046,1.0656,1.0089,1.0089,1.0656,0.9974,0.9834,1.1875,0.9958,0.9921,1.0089,0.9886,0.9868,1.0711,0.9923,0.9848,0.9886,0.5051,0.9834,0.9834,0.9958,0.9834,1.0089,1.046,0.9753,1.046,0.9834,0.9921,1.0089,0.9834
"ACH-002268",0.7201,1.346,1.1412,0.7201,0.8929,0.8197,1.0514,0.8929,0.9097,1.1667,1.0061,1.1395,0.8441,1.227,1.0861,0.9658,1.209,0.8524,0.9186,1.0861,1.2208,0.7201,1.1073,0.902,0.9097,0.7201,0.902,1.1395,0.8441,0.7374,0.902,1.1928,1.0861,1.227,0.8876,0.8929,1.1395,0.7201,0.8876,0.902,0.9886,0.6599,0.9658,1.0061,0.7683,0.8197,1.1425,1.177,1.3933,1.1492,0.7201,0.794,1.5504,1.2538,1.1451,1.3933,0.8197,0.7028,0.8037,0.8441,1.37,1.1395,1.2538,0.6599,1.2221,1.2082,1.1667,1.227,0.9097,0.9097,0.8441,1.0861,1.1451,1.1667,1.2098,0.794,1.3526,1.0075,0.8197,1.0861,1.0053,1.1395,1.209,0.8524,0.8197,1.1395,0.902,0.9097,1.0061,0.7374,1.0061,0.8524,1.2208,1.5504,1.2098,1.0514,0.7201,0.7374,0.8197,0.8876,1.0075,1.1073,0.8197,0.9886,0.7374,0.794,1.1254,1.1928,0.9097,0.8876,0.7028,1.1667,1.4395,0.8197,0.7028,0.8538,0.8524,0.794,1.4395,0.9886,1.0861,1.5932,1.209,1.2221,1.5932,1.1451,0.9886,1.1667,1.1073,0.8197,1.192,0.7201,0.7683,1.2098,0.8929,0.9658,0.902,0.8876,0.9886,0.9886,1.0061,0.8037,1.2082,1.0861,0.8441,1.0861,0.9886,0.8197,1.1412,0.8037
"ACH-000820",0.7278,1.2508,0.7401,1.0533,1.0555,1.0624,0.7356,1.0555,1.0785,0.7112,1.0591,0.6879,0.732,1.4434,1.0544,0.7099,0.7401,1.0427,1.4065,1.0544,1.0486,0.7278,0.7356,1.3892,1.0785,0.7278,1.0533,0.6843,0.6896,1.0777,1.0533,0.7401,1.0544,1.4434,1.2428,1.0555,0.6879,0.7278,1.2428,1.0533,0.9975,1.0626,0.7099,1.0591,1.0575,1.0624,0.7401,0.7401,1.0637,0.7201,0.7278,1.0575,1.5716,0.7403,1.0948,1.0637,1.0624,1.0555,1.0427,0.7127,1.1847,0.6879,0.7067,1.0626,0.7401,0.7401,0.7112,1.0968,1.0785,1.0785,0.6896,1.0544,1.0948,1.3849,1.0637,1.0575,1.0322,1.0637,1.0624,1.0544,1.4081,0.6843,0.7401,1.0427,0.6861,0.6879,1.3892,1.0785,1.0591,0.7073,1.0998,1.0427,1.0486,2.9216,1.0637,0.7416,0.7278,1.0777,1.0624,1.2428,1.0687,0.7356,0.7053,1.0754,0.7073,1.0575,0.7401,0.7401,1.0785,1.2428,1.0555,1.0553,1.0313,1.0624,1.0555,1.415,1.0427,1.0575,1.0313,0.9975,1.0544,1.7918,0.7401,0.7401,1.7918,1.0948,0.9975,1.3849,0.6849,1.0624,0.7401,0.7278,1.0575,1.0637,1.0555,0.7099,1.3892,1.2428,0.9975,0.9975,1.0998,1.0427,0.7401,1.0544,0.732,1.0544,1.0427,1.0696,0.7401,1.0427
"ACH-000613",0.9564,1.0996,0.938,0.9564,0.9545,1.0126,0.9524,0.9545,0.8618,0.9228,1.6127,0.5064,0.9508,0.9683,0.9107,1.3785,1.094,0.9732,0.9161,0.8924,0.9715,0.9564,0.9524,0.9564,0.8889,0.9564,0.9564,0.5064,0.9654,1.3536,0.9564,0.9571,1.7252,0.9683,0.4405,0.9545,0.5064,0.9564,0.8495,0.9564,1.1486,0.9683,1.7391,0.9687,0.9711,1.0126,0.938,0.938,1.1404,0.9372,0.9564,1.1437,0.9396,1.5715,0.9342,1.1404,1.0126,0.9545,0.9567,0.9574,1.0996,0.5064,1.5715,0.9683,0.9571,0.9571,0.9228,0.9524,1.2576,1.2576,0.9654,1.7252,1.4563,0.9228,0.9222,1.1437,1.0996,1.3209,1.0126,0.8924,1.0284,0.5064,1.094,0.9732,1.0036,0.5064,0.9564,1.1051,0.9744,1.3536,0.5127,0.9732,0.9151,0.9396,0.9222,0.9306,0.9564,1.3536,1.0126,0.4445,1.5582,0.9524,1.0126,1.1486,1.3536,1.1437,0.9571,0.9571,0.8618,0.4405,0.9545,0.9228,0.9683,1.0126,0.9545,1.3771,0.9732,1.1437,0.9683,1.1486,0.8924,1.2148,1.094,0.9571,1.2148,0.9257,1.1486,0.9228,0.9524,1.0126,1.3504,0.9564,0.9711,0.9222,0.9545,1.3802,0.9564,0.4445,1.1486,1.1486,0.5127,0.9567,0.9571,1.314,0.9508,0.9107,1.1486,1.0016,0.938,0.9567
"ACH-000119",0.9995,0.9909,1.0105,0.9995,0.9931,1.0039,0.9997,0.9931,1.007,0.9962,0.9958,0.9848,0.9889,0.9997,0.9989,1.0065,1.0105,0.9952,1,0.9989,0.9864,0.9995,0.9997,0.9995,0.9947,0.9995,0.9995,0.9848,0.9889,1.0003,0.9995,1.0006,0.9989,0.9997,0.9175,0.9931,0.9848,0.9995,0.9175,0.9995,0.9952,0.9997,1.0065,0.9958,0.9952,1.0039,1.0105,1.0105,0.9909,1.003,0.9995,0.9952,0.9843,1.0025,1.0025,0.9909,1.0039,0.9931,0.9952,0.9889,0.9909,0.9848,1.0025,0.9997,1.0006,1.0006,0.9962,0.9997,1.007,1.007,0.9889,0.9989,1.0025,0.9962,0.9909,0.9952,0.9909,0.9909,1.0039,0.9989,1,0.9848,1.0105,0.9952,1.0039,0.9848,0.9995,0.9947,0.9958,1.0003,0.9958,0.9952,0.9864,0.9843,0.9909,0.9997,0.9995,1.0003,1.0039,0.9175,0.9909,0.9997,1.0039,0.9952,1.0003,0.9952,1.0006,1.0006,1.007,0.9175,0.9931,0.9962,0.9997,1.0039,0.9931,0.9958,0.9952,0.9952,0.9997,0.9952,0.9989,1.0027,1.0105,1.0006,1.0027,1.0025,0.9952,0.9962,0.9997,1.0039,1.0006,0.9995,0.9952,0.9909,0.9931,1.0065,0.9995,0.9175,0.9952,0.9952,0.9958,0.9952,1.0006,0.9989,0.9889,0.9989,0.9952,1.0039,1.0105,0.9952
"ACH-001554",0.9485,0.4713,0.9335,0.9485,0.9345,0.9231,0.9434,0.9345,0.949,2.2247,1.4144,0.926,0.9506,1.4117,0.9477,0.938,0.9335,0.9506,0.9328,0.9477,0.9287,0.9485,0.9434,1.0807,0.9348,0.9485,0.9485,0.926,0.9506,0.948,0.9485,0.9335,0.9477,1.4117,0.4342,0.9345,0.926,0.9485,0.4342,0.9485,0.9416,1.4117,0.5912,1.4144,0.9443,0.9231,0.9335,0.9335,1.4213,0.9389,0.9485,0.9365,0.9543,0.9535,1.8809,0.4713,0.9231,0.9345,0.9506,0.9506,0.4713,0.926,0.931,1.4117,0.9335,0.9335,2.2247,0.9434,0.949,0.949,0.9506,0.9477,0.9459,2.6762,1.4213,0.9365,0.4713,1.4213,0.9231,0.9477,0.9328,0.926,0.9335,0.9506,1.3621,0.926,1.0807,0.4654,1.4144,0.948,1.4144,0.9506,0.9287,0.9543,1.4213,0.9467,0.9485,0.948,0.9231,0.4342,1.4124,0.9434,0.9231,0.9416,0.948,0.9365,0.9335,0.9335,0.949,0.4342,0.9345,2.2247,1.4117,0.9231,0.9345,1.4144,0.9506,0.9365,1.4117,0.9416,0.9477,0.9473,0.9335,0.9335,0.9473,0.9459,1.4022,2.6762,0.9434,0.9231,0.9335,0.9485,0.9443,1.4213,0.9345,0.938,1.0807,0.4342,0.9416,0.9416,1.4144,0.9506,0.9335,0.9477,0.9506,0.9477,0.9506,1.3621,0.9335,0.9506
"ACH-002255",0.9788,1.134,1.0146,0.9788,0.9879,0.948,0.9658,0.9879,0.9562,0.8374,1.4934,0.9526,1.0155,1.0187,0.912,0.978,1.0146,0.9633,0.9494,0.912,0.9701,0.9788,1.0142,0.9788,0.8995,0.9788,0.9788,0.9526,0.9268,0.9539,0.9788,1.0146,0.912,1.0009,0.7863,0.9879,0.9526,0.9788,0.7863,0.9788,0.9633,0.9974,0.4949,1.4934,0.9546,0.948,1.0146,1.0146,1.1814,1.027,0.9788,1.0105,1.0109,0.5537,1.0036,1.1814,0.948,0.5134,0.9949,0.436,1.134,0.9526,0.5537,0.9974,0.9804,1.0146,0.8374,1.0009,0.8508,0.9604,0.9268,0.912,1.0036,1.2967,0.9166,1.0464,1.134,1.011,1.3508,0.912,1.0972,0.9526,1.0146,0.9633,0.9607,0.9526,0.9788,0.8995,1.4934,0.9539,1.5773,0.9633,0.9701,1.3682,0.9166,0.986,0.9788,0.9539,0.948,0.7863,0.9622,1.0142,1.3508,0.9633,0.9539,1.0464,1.0146,1.0146,0.9604,0.7863,0.4659,0.8374,0.9974,0.948,0.4659,1.2757,0.9633,1.0464,0.4928,0.9633,0.912,1.4061,1.0146,0.9804,1.4061,1.0036,0.9633,1.2967,0.9591,0.948,1.0146,0.9788,0.9546,0.9166,0.9879,0.978,0.9788,0.7863,0.9633,0.9633,1.5773,0.9949,1.0146,0.912,1.0155,0.912,0.9633,0.9607,1.0146,0.9949
"ACH-002193",0.824,1.1893,0.7823,0.824,0.5471,1.021,1.102,0.5471,1.07,0.7335,0.8345,1.7273,0.8391,1.102,0.569,1.0783,1.32,0.8418,1.055,0.5482,1.0816,0.824,1.102,0.824,0.8138,0.824,0.824,1.7273,0.5737,1.0996,0.824,1.32,0.9777,1.102,0.7825,0.5471,1.7273,0.824,0.7825,0.824,0.8418,1.102,1.0783,0.8345,1.6512,1.021,1.32,1.32,1.1893,0.8184,0.824,1.4747,0.8575,0.5491,1.0915,1.1893,1.021,0.5508,0.8418,0.8391,1.1893,1.7273,0.5491,1.102,1.32,1.32,0.7335,1.102,0.5451,1.07,0.6823,0.9777,1.0915,1.5903,1.0904,1.4747,1.1893,1.0904,1.5105,0.5482,0.5612,1.7273,1.32,0.8418,1.021,1.7273,0.824,0.8138,0.8345,1.0996,0.8345,0.8418,1.0816,0.8575,1.0904,1.102,0.824,1.0996,1.021,0.7825,1.0904,1.102,1.5105,0.8418,1.0996,1.4747,1.32,1.32,1.07,0.7825,0.5508,0.7335,1.102,1.021,0.5508,1.1204,0.8418,1.4747,1.102,0.8418,0.5482,1.0726,1.32,1.32,1.0726,1.0915,0.8418,1.5903,1.102,1.021,1.32,0.824,1.6512,1.0904,0.5471,1.0821,0.824,0.7825,0.8418,0.8418,0.8345,0.8418,1.32,0.5482,0.8391,0.5482,0.8418,1.021,0.7823,0.8418
"ACH-001617",1.022,1.034,1.0696,1.022,1.0429,1.0363,1.038,1.0429,1.034,1.0297,0.8706,0.4891,1.0349,1.1987,1.0121,1.0204,1.0085,1.0467,1.0546,1.0121,1.0867,1.022,1.038,1.022,0.8261,1.022,1.022,0.4891,1.0235,1.033,1.022,1.0085,1.0393,1.0724,0.4745,1.0429,0.4891,1.022,0.4745,1.022,0.993,1.0972,1.0204,1.0278,0.9388,1.0363,1.123,1.3981,0.9435,1.0454,1.022,1.0506,0.9749,1.0285,1.5751,1.034,1.0363,1.0429,1.0265,1.0349,1.034,0.4891,1.0285,1.0972,1.0376,0.9836,1.0297,1.1035,1.0384,1.0384,1.0235,1.0121,1.0193,1.1087,1.0735,1.0506,1.034,1.0735,1.0363,1.0121,1.0546,0.4891,1.0085,1.0467,1.0363,0.4891,1.022,1.0337,0.8706,1.033,1.0363,1.0467,1.0867,0.9749,0.9435,1.0545,1.022,1.033,1.0363,0.4745,1.031,1.038,1.0363,1.0361,1.0609,1.0506,0.9836,1.0085,1.4179,0.4745,1.0429,1.0297,0.9818,1.0363,1.0429,1.1071,1.0467,1.0506,0.9818,0.993,1.0121,1.0478,1.0085,1.0376,1.0478,1.0451,0.993,1.1087,1.0714,1.0363,1.0085,1.022,0.9388,1.0735,1.0429,1.0204,1.022,0.4745,0.993,0.993,1.0363,1.0265,0.9836,1.0121,1.0349,1.0121,0.8172,1.0363,1.0696,1.0265
"ACH-002131",1.0485,1.0853,1.076,1.0485,1.0537,1.1676,1.0534,1.0537,1.0802,0.6134,1.056,0.5499,1.0578,1.0646,1.062,0.5498,1.076,1.0371,1.0405,1.062,1.0671,1.0485,1.0534,1.0536,1.0802,1.0485,1.0485,0.5499,0.5252,0.8507,1.0485,1.076,1.0986,1.0404,0.4648,1.0537,0.5499,1.0485,0.4648,1.0485,1.0354,1.0812,0.5506,1.0513,0.5282,0.5907,1.076,1.076,1.1176,0.5332,1.0485,0.5487,1.0021,1.042,1.042,1.1176,0.5907,1.0592,1.0383,1.0578,1.0853,0.5499,1.042,1.0812,1.076,1.076,0.6134,0.531,1.0802,1.0802,1.0636,1.0986,1.042,0.6246,1.1176,0.553,1.0853,1.1176,1.1494,0.5581,1.0405,0.5499,1.076,1.0371,1.1498,0.5499,1.0536,1.0802,1.056,0.5308,1.0513,1.0371,1.0671,1.0273,1.1176,0.5132,1.0485,1.1221,1.1676,0.4648,1.3557,1.0534,1.1494,0.508,0.5804,0.5487,1.076,1.076,1.0802,0.4648,1.0592,1.2075,1.0812,0.5907,1.0592,1.0522,1.0371,0.5155,1.0812,1.0354,1.062,1.0746,1.076,1.076,1.0746,1.042,1.0354,0.6087,0.5367,0.5907,1.076,1.0485,0.5282,1.1176,1.0592,0.5566,0.5347,0.4648,1.0354,1.0354,1.0513,1.0383,1.076,1.0615,1.0578,1.062,1.0371,1.1498,1.076,1.0383
"ACH-002209",0.7776,1.2336,1.4887,0.7776,0.7859,1.0787,1.1506,0.7859,1.0614,0.9764,1.1614,0.7861,1.0104,1.1585,0.7765,0.7685,1.1502,0.7975,0.8369,0.7765,1.2108,0.7776,1.1506,0.7776,1.0614,0.7776,0.7776,0.7861,1.0104,1.0402,0.7776,1.1438,0.8014,1.1506,0.922,0.7859,0.7861,0.7776,0.922,0.7776,0.7975,1.1829,0.7685,1.1614,0.7932,1.0787,1.1502,1.1502,1.2336,1.1637,0.7776,0.7932,1.0143,0.779,1.146,1.2336,1.0787,0.7859,0.8013,1.0104,1.2336,0.7861,0.779,1.1829,1.1385,1.1438,0.9764,1.1506,0.7675,0.7675,1.0104,0.8014,1.146,0.9764,1.2336,0.7932,1.2375,1.2336,1.0787,0.7765,0.8369,0.7861,1.1502,0.7975,1.0787,0.7861,0.7776,1.0614,1.1614,1.0402,1.1614,0.7975,1.2108,1.0163,1.2336,1.1506,0.7776,1.0402,1.0787,0.922,1.4833,1.1506,1.0787,0.7975,1.0402,0.7932,1.1438,1.1438,0.7675,0.922,0.7859,0.9764,1.1829,1.0787,0.7859,1.1614,0.7975,0.7932,1.1829,0.7975,0.7765,1.1475,1.1502,1.1385,1.1475,1.146,0.7975,0.9764,1.1506,1.0787,1.1438,0.7776,0.7932,1.2336,0.7859,0.7755,0.7776,0.922,0.7975,0.7975,1.1614,0.8013,1.1438,0.7765,1.0104,0.7765,0.7975,1.0787,1.4887,0.8013
"ACH-001034",1.0323,1.0037,1.0536,1.0323,1.0101,1.0223,1.0336,1.0101,1.0234,1.012,1.0113,1.0072,1.0227,1.5364,1.0065,1.0377,1.0526,1.0116,1.0202,1.0065,1.0198,1.0323,1.0336,1.0323,0.9974,1.0323,1.0323,1.0072,1.025,1.0127,1.0323,1.0526,1.0065,1.5364,0.9354,1.0101,1.0072,1.0323,0.9354,1.0323,1.0249,1.5374,1.0227,1.0113,0.9792,1.0403,1.0536,1.0536,1.0037,1.0403,1.0323,1.0102,1.0172,1.0252,1.0493,1.0037,1.0167,1.0101,1.0116,1.0213,1.0037,1.0072,1.0252,1.5374,1.0135,1.0135,1.012,1.0336,1.0234,1.0234,1.025,1.0065,1.0493,1.504,1.0037,1.0102,1.0037,1.0037,1.0046,1.0065,0.5048,1.0072,1.0526,1.0116,1.0223,1.0072,1.0323,0.9974,1.0113,1.0127,1.0238,1.0116,1.0198,1.0172,1.0037,1.0516,1.0323,1.0127,1.0223,0.9354,0.9988,1.0336,0.9754,1.0249,1.0127,1.0102,1.0526,1.0526,1.0234,0.9354,1.0101,1.012,1.5374,0.7392,1.0101,1.0113,1.0116,1.0102,1.5374,1.0249,1.0065,1.0413,1.0526,1.0135,1.0413,1.0493,1.0249,1.504,1.0336,1.0403,1.0526,1.0323,0.9792,1.0037,1.0101,1.0201,1.0323,0.9354,1.0249,1.0249,1.0238,1.0116,0.7873,1.0065,1.0227,1.0065,1.0116,1.0223,1.0536,1.0116
"ACH-001232",0.8665,1.3058,1.1781,0.8665,0.8706,0.864,0.8757,0.8706,0.8651,0.8608,1.0461,0.845,0.8552,1.3237,1.2256,0.8551,1.1781,0.8584,0.8623,1.1762,1.3173,0.8665,1.2548,1.6836,0.8651,0.8665,0.8665,0.845,0.8552,1.0192,0.8665,1.1781,1.2256,1.3237,0.7431,0.8706,0.845,0.8665,0.765,0.8665,0.8554,1.2942,0.8551,1.0461,1.1835,0.864,1.1781,1.1781,1.3058,0.8688,0.8665,1.2491,1.2249,0.8401,0.8695,1.3058,0.864,0.8705,0.8584,0.8552,1.3058,0.845,0.8401,1.2942,1.1781,1.1781,0.8608,1.2548,0.8651,0.8651,0.8552,1.2256,0.8695,0.9316,1.3058,1.2491,1.3058,1.3058,0.864,1.1956,0.9462,0.845,1.1781,0.8584,0.864,0.845,1.6836,0.8651,1.0461,1.0192,1.0461,0.8584,1.3173,1.2249,1.3058,0.8757,0.8665,1.0192,0.864,0.8129,1.4938,1.2548,0.864,0.8554,1.0192,1.2491,1.1781,1.1781,0.8651,0.7431,0.8705,0.8608,1.2942,0.864,0.8705,1.3003,0.8584,1.2491,1.2942,0.8554,1.2256,1.3203,1.1781,1.1781,1.3203,0.8695,0.8554,0.9316,1.2548,0.864,1.1781,0.8665,1.1835,1.3058,0.8705,0.8551,0.8665,0.8129,0.8554,0.8554,1.0461,0.8584,1.1781,1.1956,0.8552,1.2256,0.8554,0.864,1.1781,0.8584
"ACH-002254",0.9666,1.0971,1.1004,0.9666,0.9874,1.4338,1.4341,0.9874,0.9746,0.9431,0.9899,1.4903,0.9721,1.0028,0.9735,1.0249,1.0034,0.4848,1.0053,0.986,0.9878,0.9666,0.9882,0.9884,0.9726,0.4924,0.9666,0.5013,0.9896,0.9485,0.9666,1.0034,0.9735,1.0028,1.5934,0.9874,1.0042,0.9666,1.2158,0.9666,0.9697,1.0028,1.0195,0.9899,1.9573,1.4338,1.0034,1.0034,1.0971,0.9774,0.9666,0.9887,1.4548,1.0066,0.9785,1.0971,1.4338,0.9874,1.4428,0.9721,1.0971,1.0042,1.0066,1.0028,1.4502,1.0034,0.9431,0.9971,0.9731,0.9731,0.9896,0.9735,0.9785,0.9504,1.0971,0.9887,1.0971,1.0777,0.9525,0.986,0.9994,0.5013,1.0034,0.9697,0.9497,1.4903,0.9884,0.9726,0.9899,0.9485,0.9899,0.9697,0.9878,1.4421,1.0971,0.9605,0.9666,0.9485,1.4338,1.1885,1.3883,0.9882,0.9525,0.9697,0.4807,0.9887,1.0034,1.0034,0.9746,1.1885,0.9874,0.9431,1.0028,1.4338,0.9874,0.9899,0.9697,0.9887,1.0028,0.9697,0.9735,0.4864,1.0034,1.0172,1.472,0.9785,0.9697,0.9504,0.9656,1.4338,1.0034,0.9666,1.9573,1.0971,0.9874,1.0279,0.9666,1.1885,0.9697,0.9697,0.9899,1.4428,1.0034,0.986,0.9721,0.9735,0.9697,0.918,1.1004,1.4428
"ACH-000377",0.8141,1.063,0.745,0.8141,1.0568,1.0735,0.7997,1.6817,1.3492,0.7229,1.4067,0.7155,0.7081,1.0593,1.1091,1.0518,1.4126,1.0593,0.7401,1.0946,0.7309,0.8141,0.7842,0.8907,0.6985,0.8192,0.8842,0.7155,0.7105,1.0519,0.8842,1.4144,1.1091,1.0593,1.0048,1.0568,0.7155,0.8141,1.0048,0.8842,1.0452,1.065,1.0713,1.4067,0.7134,1.0595,0.7253,0.745,1.063,1.2788,0.8141,0.7283,0.7083,0.7149,1.0786,1.063,1.0595,1.0568,1.0619,0.7081,1.0757,0.7155,0.7149,1.065,1.4144,1.4144,0.7229,1.0593,1.3492,1.3492,0.7105,1.1091,1.0786,0.726,1.063,0.7283,1.0757,1.063,2.7508,1.0946,0.73,0.7155,1.4126,1.0593,1.0735,0.7155,0.8907,0.6985,1.4067,1.0519,1.3749,1.0452,0.707,0.7083,1.063,0.7997,0.8141,1.0519,1.0735,0.9749,1.063,0.7842,1.0341,1.0452,1.0519,0.7283,1.4144,1.4144,1.3492,1.0048,1.0568,0.7061,1.065,1.0595,1.0568,1.4067,0.386,0.7283,1.065,1.0452,1.0792,1.0768,1.4126,1.4144,1.0768,1.0786,1.0452,0.726,1.0593,1.0595,1.4144,0.8141,0.7134,1.063,1.0568,1.0431,0.8842,0.9749,1.0452,1.0452,1.3749,1.0619,1.4144,1.0946,0.7081,1.0792,1.0452,1.0735,0.745,1.0619
